_id,barcode,brandcode,categorycode,topbrand,brandname,cpgid
5f208dafbe37ce7958c59523,511111515197,TEST BRANDCODE @1595968943049,BAKING,False,test brand @1595968943049,5f208daebe37ce7958c59520
5c9a975495144c182bbc7270,511111208532,AMPTEST,,True,Test FRS-920 again1,5c7470c895144c124ecd5c09
5332f709e4b03c9a25efd0f0,511111903857,COORS,,False,Coors Light,5332f709e4b03c9a25efd0f1
5dc1aaf51dda2c0ad7da64ad,511111506317,BOLT 24,,False,BOLT24,5332f5fbe4b03c9a25efd0ba
58861c7f4e8d0d20bc42c4f8,511111801313,MIST TWST,,False,Mist Twst,5332f5fbe4b03c9a25efd0ba
5fda3724be37ce09e3515970,511111918363,TEST BRANDCODE @1608136484526,BAKING,False,test brand @1608136484526,5fda3724be37ce09e351596f
5fda3725be37ce09e3515974,511111718406,TEST BRANDCODE @1608136485398,CANDY_AND_SWEETS,False,test brand @1608136485398,5332fa12e4b03c9a25efd1e7
5fda3724be37ce09e3515971,511111418375,TEST BRANDCODE @1608136484574,BAKING,False,test brand @1608136484574,5fda3724be37ce09e351596f
5fd28f0cbe37ce6d53dfc692,511111518044,SARGENTO,DAIRY_AND_REFRIGERATED,False,Sargento® Cheese,5e7cf838f221c312e698a628
5fda3724be37ce09e3515972,511111618386,TEST BRANDCODE @1608136484633,BAKING,False,test brand @1608136484633,5fda3724be37ce09e351596f
5fda3724be37ce09e3515973,511111118398,TEST BRANDCODE @1608136484689,BAKING,False,test brand @1608136484689,5fda3724be37ce09e351596f
5ff73cffbe37ce1e961f325d,511111918646,,BAKING,False,test brand @1610038527809,5ff73cffbe37ce1e961f325c
5ff73cf9be37ce1e961f3258,511111518600,TEST BRANDCODE @1610038521565,BAKING,False,test brand @1610038521565,5ff73cf9be37ce1e961f3256
5ff73cf9be37ce1e961f325a,511111218623,TEST BRANDCODE @1610038521677,BAKING,False,test brand @1610038521677,5ff73cf9be37ce1e961f3256
5ff74123be37ce1e961f3266,511111418658,,BAKING,False,test brand @1610039587818,5ff74123be37ce1e961f3265
5ff73cf9be37ce1e961f3259,511111018612,TEST BRANDCODE @1610038521624,BAKING,False,test brand @1610038521624,5ff73cf9be37ce1e961f3256
5ff73cfabe37ce1e961f325b,511111718635,TEST BRANDCODE @1610038522559,CANDY_AND_SWEETS,False,test brand @1610038522559,5332fa12e4b03c9a25efd1e7
5ff74500be37ce1e961f3279,511111818748,TEST BRANDCODE @1610040576117,BAKING,False,test brand @1610040576117,5ff74500be37ce1e961f3276
5ff74500be37ce1e961f327b,511111518761,TEST BRANDCODE @1610040576672,CANDY_AND_SWEETS,False,test brand @1610040576672,5332fa12e4b03c9a25efd1e7
5ff75cdebe37ce1e961f328b,511111018773,,BAKING,False,test brand @1610046686560,5ff75cdebe37ce1e961f328a
5ff74500be37ce1e961f3278,511111618737,TEST BRANDCODE @1610040576088,BAKING,False,test brand @1610040576088,5ff74500be37ce1e961f3276
5ff74500be37ce1e961f327a,511111318750,TEST BRANDCODE @1610040576148,BAKING,False,test brand @1610040576148,5ff74500be37ce1e961f3276
5ff74500be37ce1e961f3277,511111118725,TEST BRANDCODE @1610040576053,BAKING,False,test brand @1610040576053,5ff74500be37ce1e961f3276
5da60785a60b87376833e34e,511111705673,ALKA SELTZER PLUS,HEALTHY_AND_WELLNESS,False,Alka-Seltzer Plus®,5d9b4f591dda2c6225a284aa
6000a0c9be37ce2bb7930121,511111019657,TEST BRANDCODE @1610653897113,CANDY_AND_SWEETS,False,test brand @1610653897113,5332fa12e4b03c9a25efd1e7
6000a0c6be37ce2bb793011f,511111319634,TEST BRANDCODE @1610653894519,BAKING,False,test brand @1610653894519,6000a0c6be37ce2bb793011c
6000b8c3be37ce321363c6c0,511111719670,TEST BRANDCODE @1610660035659,BAKING,False,test brand @1610660035659,6000b8c3be37ce321363c6bf
6000a0c6be37ce2bb7930120,511111519645,TEST BRANDCODE @1610653894662,BAKING,False,test brand @1610653894662,6000a0c6be37ce2bb793011c
6000a0f3be37ce2bb793012a,511111219668,,BAKING,False,test brand @1610653939508,6000a0f3be37ce2bb7930129
6000a0c6be37ce2bb793011e,511111819622,TEST BRANDCODE @1610653894371,BAKING,False,test brand @1610653894371,6000a0c6be37ce2bb793011c
5f7760f2be37ce1d26d7b7a7,511111216865,TEST BRANDCODE @1601659122798,CANDY_AND_SWEETS,False,test brand @1601659122798,5332fa12e4b03c9a25efd1e7
5332f7ace4b03c9a25efd13a,511111803515,,,False,Michelob Ultra,5332f7a7e4b03c9a25efd134
5daf5d1aa60b87376833e361,511111506034,COCOA PUFFS,,False,Cocoa Puffs™,5332f5f3e4b03c9a25efd0ae
5f7760f0be37ce1d26d7b7a4,511111316831,TEST BRANDCODE @1601659120793,BAKING,False,test brand @1601659120793,5f7760f0be37ce1d26d7b7a2
5afda26ce4b0c11cfecd49f8,511111904502,JAYS,,False,Jay's,5a734034e4b0d58f376be874
592486bee410d61fcea3d130,511111100782,KNORR,,False,KNORR,5332f5f6e4b03c9a25efd0b4
57c0812de4b0718ff5fcb02e,511111402527,,,False,Crunchy Nut,5332f5f2e4b03c9a25efd0aa
5a5d1c62e4b0db471c2d0424,511111500384,CRISTAL,,False,Cristal,5332f709e4b03c9a25efd0f1
5fcda494be37ce688e08b0d0,511111217978,TEST BRANDCODE @1607312532874,CANDY_AND_SWEETS,False,test brand @1607312532874,5332fa12e4b03c9a25efd1e7
57ebbcc2e4b0ac389136a32c,511111502210,BOCA,,False,Boca,559c2234e4b06aca36af13c6
5c409ab4cd244a3539b84162,511111004790,ALEXA,,True,alexa,55b62995e4b0d8e685c14213
5daf54ec1dda2c3e1416ae98,511111806011,KIX,,False,KIX™,5332f5f3e4b03c9a25efd0ae
5f19e054be37ce33f74a166f,511111715115,TEST BRANDCODE @1595531348246,BAKING,False,test brand @1595531348245,5f19e054be37ce33f74a166e
5d658fc0a3a018514994f430,511111205173,,,False,Allrecipes Special Edition Magazine,53e10d6368abd3c7065097cc
585a966be4b03e62d1ce0e7e,511111901709,GRANDMA'S,,True,Grandma's,5332f5fbe4b03c9a25efd0ba
5f872b7fbe37ce66db5dd976,511111517009,TEST BRANDCODE @1602694015178,BAKING,False,test brand @1602694015177,5f872b7fbe37ce66db5dd975
5a5d24c2e4b0db471c2d042b,511111500223,SHARP'S NEAR BEER,,False,Sharp's,5332f709e4b03c9a25efd0f1
5332f7e0e4b03c9a25efd151,511111303381,,,False,Good Earth,5332f5f3e4b03c9a25efd0ae
5db77d891dda2c3e1416ae9f,511111106159,BAILEYS,,False,Baileys Coffee Products,559c2234e4b06aca36af13c6
5f21c852be37ce7958c59529,511111515241,FINISH,CLEANING_AND_HOME_IMPROVEMENT,False,FINISH®,5f10c05cbe37ce238c6cabaf
5bcdfc5a965c7d66d92731e9,511111304616,,,False,V8 Hydrate,53e10d6368abd3c7065097cc
5f494c5e04db711dd8fe87e3,511111016137,TEST BRANDCODE @1598639197926,BAKING,False,test brand @1598639197925,5f494c5d04db711dd8fe87e2
5f872b7fbe37ce66db5dd978,511111217022,TEST BRANDCODE @1602694015743,BAKING,False,test brand @1602694015743,5f872b7fbe37ce66db5dd975
57ebc017e4b0ac389136a336,511111602118,JELL-O,,False,Jell-O,559c2234e4b06aca36af13c6
5f77274cbe37ce6b592e90be,511111616740,TEST BRANDCODE @1601644364536,CANDY_AND_SWEETS,False,test brand @1601644364536,5332fa12e4b03c9a25efd1e7
5f99f71bbe37ce13da9eadeb,511111517160,TEST BRANDCODE @1603925787997,CANDY_AND_SWEETS,False,test brand @1603925787997,5332fa12e4b03c9a25efd1e7
5ab15207e4b0be0a89bb0b04,511111304333,GOLDFISH,,False,Goldfish,5a734034e4b0d58f376be874
5332f5f6e4b03c9a25efd0b2,511111703983,,,False,Coca-Cola,5332f5ebe4b03c9a25efd0a8
5f493682be37ce52f8314fcf,511111615934,TEST BRANDCODE @1598633602304,BAKING,False,test brand @1598633602304,5f493682be37ce52f8314fcb
5f7760f0be37ce1d26d7b7a3,511111816829,TEST BRANDCODE @1601659120694,BAKING,False,test brand @1601659120693,5f7760f0be37ce1d26d7b7a2
58861c7f4e8d0d20bc42c500,511111801245,,,False,Quaker Rice Cakes,5332f5fbe4b03c9a25efd0ba
5cc725bd166eb31bbbadccbd,511111304777,CAPE LINE,,False,Cape Line,5332f709e4b03c9a25efd0f1
5f3e9173be37ce5a0e01b957,511111415572,TEST BRANDCODE @1597935987233,CANDY_AND_SWEETS,False,test brand @1597935987233,5332fa12e4b03c9a25efd1e7
585a96b3e4b03e62d1ce0e85,511111201632,NEAR EAST,,False,Near East,5332f5fbe4b03c9a25efd0ba
5332f6f4e4b03c9a25efd0ed,511111103868,,,False,Peace Tea,5332f5ebe4b03c9a25efd0a8
5d642dd1a3a018514994f42f,511111505150,511111505150,,False,Southern Living,5d5d4fd16d5f3b23d1bc7905
5332f802e4b03c9a25efd16d,511111003311,,,False,Light & Fit,5332f7ffe4b03c9a25efd16b
5ef3860fbe37ce02da95b72e,511111015024,CLOROX,CLEANING_AND_HOME_IMPROVEMENT,False,Clorox,5eebc5412455c97a877ef382
585a9698e4b03e62d1ce0e83,511111901655,,,False,Mountain Dew Diet,5332f5fbe4b03c9a25efd0ba
5a5e36d6e4b06ba572cf24ac,511111500018,MAY-BUD,,False,May-Bud,559c2234e4b06aca36af13c6
5f5bc4f1be37ce17125ac0eb,511111816614,TEST BRANDCODE @1599849713798,BAKING,False,test brand @1599849713798,5f5bc4f1be37ce17125ac0e8
55bf8c6ce4b0d8e685c1489d,511111802563,GATORADE,,False,Gatorade,5332f5fbe4b03c9a25efd0ba
5f358338be37ce443bf9d558,511111415299,TEST BRANDCODE @1597342520132,BAKING,False,test brand @1597342520131,5f358338be37ce443bf9d557
5a8c3140e4b07f0a2dac8941,511111304104,GARDEN FRESH GOURMET,,False,Garden Fresh Gourmet,5a734034e4b0d58f376be874
5a5d17ede4b06ba572cf2498,511111000440,AUNT JEMIMA DRY BREAKFAST MIXES,,False,AUNT JEMIMA Dry Breakfast Mixes,5332f5fbe4b03c9a25efd0ba
5a5d23f1e4b06ba572cf24a0,511111700258,OLDE ENGLISH,,False,Olde English,5332f709e4b03c9a25efd0f1
5f628215be37ce78e6e2efad,511111416661,TEST BRANDCODE @1600291349255,BAKING,False,test brand @1600291349255,5f628214be37ce78e6e2efaa
58861c7e4e8d0d20bc42c4f6,511111501336,MATADOR,,False,Matador Snacks,5332f5fbe4b03c9a25efd0ba
580dff8fe4b0f32b2de21380,511111401872,,,False,DiGiorno Cheese,53e10d6368abd3c7065097cc
5d66d516a3a018093ab34725,511111305286,511111305286,,False,Country Home Magazine,5d5d4fd16d5f3b23d1bc7905
5daf4f9ca60b87376833e360,511111105992,REESE'S PUFFS,,False,Reese's® Puffs,5332f5f3e4b03c9a25efd0ae
5daf6e31a60b87376833e365,511111706113,GOLDEN GRAHAMS,,False,Golden Grahams™,5332f5f3e4b03c9a25efd0ae
5332f7ace4b03c9a25efd13b,511111303503,,,False,Bacardi,5332f7a7e4b03c9a25efd134
5f3ff222be37ce1c81aa1e10,511111915638,TEST BRANDCODE @1598026274692,BAKING,False,test brand @1598026274692,5f3ff222be37ce1c81aa1e0c
5d66d8c86d5f3b6188d4f049,511111805342,511111805342,,False,LIFE Special Edition Magazine ,5d5d4fd16d5f3b23d1bc7905
5fcff319be37ce6d53dfc691,511111318033,,BAKING,False,test brand @1607463705032,5fcff319be37ce6d53dfc690
5332fa74e4b03c9a25efd21e,511111003038,,,False,Sprite,5332f5ebe4b03c9a25efd0a8
5f4802bdbe37ce0c83033740,511111615866,TEST BRANDCODE @1598554813744,BAKING,False,test brand @1598554813744,5f4802bdbe37ce0c8303373c
585a96e9e4b03e62d1ce0e8b,511111901587,RICE-A-RONI,,False,Rice A Roni,5332f5fbe4b03c9a25efd0ba
5332f756e4b03c9a25efd113,511111503743,,,False,Murray,53e10d6368abd3c7065097cc
5afda67de4b0c11cfecd49fc,511111504573,STELLA DORO,,False,STELLA D'ORO,5a734034e4b0d58f376be874
5f4bf556be37ce0b4491554c,511111016342,TEST BRANDCODE @1598813526686,BAKING,False,test brand @1598813526686,5f4bf556be37ce0b44915549
5fa1c567be37ce402c4618f3,511111017226,TEST BRANDCODE @1604437351678,BAKING,False,test brand @1604437351678,5fa1c567be37ce402c4618ef
5ab15669e4b0be0a89bb0b08,511111704423,CAMPBELLS READY MEALS,,False,Campbell's Ready Meals,5a734034e4b0d58f376be874
5332f612e4b03c9a25efd0c4,511111803881,,,False,Kickstart,53e10d6368abd3c7065097cc
5f21ca86be37ce7958c5952b,511111215264,RESOLVE,CLEANING_AND_HOME_IMPROVEMENT,False,RESOLVE®,5f10c05cbe37ce238c6cabaf
57e580e8e4b0ac389136a304,511111302292,,,False,Coors Banquet,5332f709e4b03c9a25efd0f1
58861c7e4e8d0d20bc42c4f7,511111001324,MAUI STYLE,,False,Maui Style Chips,5332f5fbe4b03c9a25efd0ba
5332fa84e4b03c9a25efd232,511111002871,,,False,Powerade Zero,5332f5ebe4b03c9a25efd0a8
5d2f3eada3a01810a2174aeb,511111804833,CULTURE REPUBLICK ,,False,CULTURE REPUBLICK ,5332f5f6e4b03c9a25efd0b4
5daf63151dda2c3e1416ae9b,511111906070,WHEATIES,,False,Wheaties™,5332f5f3e4b03c9a25efd0ae
5f772952be37ce6b592e90d5,511111116806,TEST BRANDCODE @1601644882062,BAKING,False,test brand @1601644882062,5f772951be37ce6b592e90d1
55bf8c15e4b0d8e685c1489c,511111302575,,,False,Quaker Life,5332f5fbe4b03c9a25efd0ba
5f7ba645be37ce23081c528c,511111016908,TEST BRANDCODE @1601939013444,BAKING,False,test brand @1601939013444,5f7ba644be37ce23081c5289
5da605bea60b87376833e34a,511111805571,511111805571,,False,AFRIN® ORIGINAL NASAL SPRAY,53e10d6368abd3c7065097cc
5f493e72be37ce64d0ae36c5,511111816102,TEST BRANDCODE @1598635634821,BAKING,False,test brand @1598635634821,5f493e72be37ce64d0ae36c2
5fd3acb6be37ce0d9386bb43,511111418214,TEST BRANDCODE @1607707830844,CANDY_AND_SWEETS,False,test brand @1607707830844,5332fa12e4b03c9a25efd1e7
5952a596e4b08f39def64d03,511111800644,ZIMA,,False,Zima,5332f709e4b03c9a25efd0f1
5f3ff222be37ce1c81aa1e0d,511111715603,TEST BRANDCODE @1598026274609,BAKING,False,test brand @1598026274609,5f3ff222be37ce1c81aa1e0c
5d6027f46d5f3b23d1bc7906,511111204923,CHESTERS,,False,CHESTER'S,5332f5fbe4b03c9a25efd0ba
5f77274bbe37ce6b592e90bb,511111716716,TEST BRANDCODE @1601644363784,BAKING,False,test brand @1601644363784,5f77274bbe37ce6b592e90b9
5afda1dae4b0c11cfecd49f6,511111604471,CAPE COD,,False,Cape Cod,5a734034e4b0d58f376be874
5e710dbeee7f2d0b35b2a192,511111814085,COUNTRY CROCK PLANT BUTTER,DAIRY_AND_REFRIGERATED,False,COUNTRY CROCK PLANT BUTTER,5e5ea9cc9c50da1291a6d074
5d66dad8a3a018093ab34729,511111205388,511111205388,,False,National Geographic Special Edition Magazine ,5d5d4fd16d5f3b23d1bc7905
5daf5f65a60b87376833e363,511111206057,CHOCOLATE LUCKY CHARMS,,False,Chocolate Lucky Charms™,5332f5f3e4b03c9a25efd0ae
5f4802bdbe37ce0c8303373d,511111715832,TEST BRANDCODE @1598554813535,BAKING,False,test brand @1598554813534,5f4802bdbe37ce0c8303373c
5ffe3381be37ce5e01754c35,511111419303,,BAKING,False,test brand @1610494849657,5ffe3381be37ce5e01754c34
5ffe2e38be37ce5e01754c23,511111019213,TEST BRANDCODE @1610493496975,BAKING,False,test brand @1610493496975,5ffe2e38be37ce5e01754c21
5ffe347ebe37ce5e01754c3e,511111919315,TEST BRANDCODE @1610495102411,BAKING,False,test brand @1610495102410,5ffe347ebe37ce5e01754c3d
5ffe336fbe37ce5e01754c31,511111119272,TEST BRANDCODE @1610494831056,BAKING,False,test brand @1610494831056,5ffe336ebe37ce5e01754c2e
5ffe336fbe37ce5e01754c32,511111319283,TEST BRANDCODE @1610494831082,BAKING,False,test brand @1610494831082,5ffe336ebe37ce5e01754c2e
5ffe336fbe37ce5e01754c30,511111619260,TEST BRANDCODE @1610494831023,BAKING,False,test brand @1610494831023,5ffe336ebe37ce5e01754c2e
5ffe2e39be37ce5e01754c24,511111219224,TEST BRANDCODE @1610493497005,BAKING,False,test brand @1610493497005,5ffe2e38be37ce5e01754c21
5ffe2e39be37ce5e01754c26,511111919247,TEST BRANDCODE @1610493497517,CANDY_AND_SWEETS,False,test brand @1610493497517,5332fa12e4b03c9a25efd1e7
5ffe2e39be37ce5e01754c25,511111719236,TEST BRANDCODE @1610493497034,BAKING,False,test brand @1610493497034,5ffe2e38be37ce5e01754c21
5ffe336fbe37ce5e01754c2f,511111419259,TEST BRANDCODE @1610494830985,BAKING,False,test brand @1610494830985,5ffe336ebe37ce5e01754c2e
5ffe336fbe37ce5e01754c33,511111819295,TEST BRANDCODE @1610494831583,CANDY_AND_SWEETS,False,test brand @1610494831583,5332fa12e4b03c9a25efd1e7
5fdce8dbbe37ce5fa8ba59c2,511111118442,TEST BRANDCODE @1608313051339,BAKING,False,test brand @1608313051339,5fdce8dabe37ce5fa8ba59be
5fdce8dbbe37ce5fa8ba59c1,511111918431,TEST BRANDCODE @1608313051291,BAKING,False,test brand @1608313051291,5fdce8dabe37ce5fa8ba59be
5fdce8dcbe37ce5fa8ba59c3,511111618454,TEST BRANDCODE @1608313052049,CANDY_AND_SWEETS,False,test brand @1608313052049,5332fa12e4b03c9a25efd1e7
5fdce9cabe37ce5fa8ba59ce,511111318477,,BAKING,False,test brand @1608313290565,5fdce9cabe37ce5fa8ba59cd
5fdce8edbe37ce5fa8ba59cc,511111818465,,BAKING,False,test brand @1608313069400,5fdce8edbe37ce5fa8ba59cb
5fdce8dbbe37ce5fa8ba59bf,511111218418,TEST BRANDCODE @1608313051133,BAKING,False,test brand @1608313051132,5fdce8dabe37ce5fa8ba59be
5fdce8dbbe37ce5fa8ba59c0,511111418429,TEST BRANDCODE @1608313051244,BAKING,False,test brand @1608313051244,5fdce8dabe37ce5fa8ba59be
5fb8216ebe37ce522e165cdd,511111517726,BALL PARK,BREAD_AND_BAKERY,False,Ball Park,5fb6b608be37ce522e165cb9
5332f765e4b03c9a25efd120,511111003687,,,False,Glaceau fruitwater,5332f5ebe4b03c9a25efd0a8
5f43faabbe37ce3ef3fd3717,511111815730,TEST BRANDCODE @1598290603618,BAKING,False,test brand @1598290603618,5f43faabbe37ce3ef3fd3714
5a5d1f46e4b0db471c2d0427,511111700302,HIDDEL BARREL COLLECTION,,False,Hidden Barrel Collection,5332f709e4b03c9a25efd0f1
5db9e8db1dda2c3e1416aea1,511111506195,LAUNCH BOX,,False,Launch Box,559c2234e4b06aca36af13c6
57ebc2bde4b0ac389136a348,511111101949,,,False,Poppers,559c2234e4b06aca36af13c6
5a02196ce4b00efe02b02a5a,511111600565,SIMPLE,,False,SIMPLE,5332f5f6e4b03c9a25efd0b4
5a5d2bcbe4b0db471c2d0435,511111600077,SALON SELECTIVES,,False,Salon Selectives,53e10d6368abd3c7065097cc
57d9580ee4b0ac389136a2b6,511111802358,CRACKER BARREL,,False,Cracker Barrel Cheese,559c2234e4b06aca36af13c6
5c112616315a241ba1716511,511111404729,HUGGIES LITTLE SWIMMERS,BABY,False,Huggies Little Swimmers,550b2565e4b001d5e9e4146f
5f403231be37ce5f78d9ed17,511111315674,TEST BRANDCODE @1598042673502,BAKING,False,test brand @1598042673502,5f403231be37ce5f78d9ed14
5fd3acb6be37ce0d9386bb42,511111918202,TEST BRANDCODE @1607707830173,BAKING,False,test brand @1607707830173,5fd3acb5be37ce0d9386bb3e
5db20be5a60b87376833e366,511111406136,SHREDS,,False,Blasted Shreds™,5332f5f3e4b03c9a25efd0ae
5d9d08d1a60b87376833e348,511111605546,BAKEN ETS,,False,Baken-Ets,5332f5fbe4b03c9a25efd0ba
5daf54491dda2c3e1416ae97,511111306009,HONEY NUT CHEERIOS,,False,Honey Nut Cheerios™,5332f5f3e4b03c9a25efd0ae
5332f734e4b03c9a25efd103,511111003809,,,False,Johnsonville,5332f734e4b03c9a25efd104
53501d29b9237fd7718f9e15,511111302858,,,False,Tombstone,5332fa58e4b03c9a25efd215
5332f775e4b03c9a25efd128,511111903628,,,False,Chex,5332f5f3e4b03c9a25efd0ae
5f38576ebe37ce5178517acb,511111415411,,BAKING,False,test brand @1597527918397,5f38576ebe37ce5178517aca
5c76dd4d95144c5375687b52,511111806899,DASH-2249 1 BRAND 1,,True,DASH-2249 1 brand 1,5c76dd1095144c5375687b51
585a964ce4b03e62d1ce0e7a,511111301745,CRACKER JACK,,True,Cracker Jack,5332f5fbe4b03c9a25efd0ba
5f59002dbe37ce21f1287c10,511111316558,GERBER GOOD START,BABY,False,Gerber Good Start,5f58fa84be37ce21f1287c0f
5f4802bdbe37ce0c8303373e,511111915843,TEST BRANDCODE @1598554813654,BAKING,False,test brand @1598554813654,5f4802bdbe37ce0c8303373c
5f493dacbe37ce64d0ae36bf,511111016069,TEST BRANDCODE @1598635436505,CANDY_AND_SWEETS,False,test brand @1598635436505,5332fa12e4b03c9a25efd1e7
5f38578fbe37ce5178517ad6,511111315445,TEST BRANDCODE @1597527951436,BAKING,False,test brand @1597527951436,5f38578fbe37ce5178517ad3
5332fa7be4b03c9a25efd22c,511111502937,,,False,Fresca,5332f5ebe4b03c9a25efd0a8
5d6412e9a3a018514994f426,511111304982,BETTER HOMES & GARDENS,,False,Better Homes & Gardens Magazine,5d5d4fd16d5f3b23d1bc7905
5332f7b4e4b03c9a25efd140,511111303459,,,False,Bud Light Platinum,5332f7a7e4b03c9a25efd134
5fb821d1be37ce522e165cde,511111017738,BIMBO,GROCERY,False,Bimbo,5fb6b608be37ce522e165cb9
5457a0cde4b05a46170caebc,511111402756,,,False,Fetch Rewards,53e10d6368abd3c7065097cc
5332f7f5e4b03c9a25efd163,511111403357,LEINENKUGEL'S,,False,Leinenkugel's,5332f709e4b03c9a25efd0f1
5f590184be37ce21f1287c12,511111016571,NESTLE NAN,BABY,False,Nestle NAN,5f58fa84be37ce21f1287c0f
5f403231be37ce5f78d9ed16,511111815662,TEST BRANDCODE @1598042673466,BAKING,False,test brand @1598042673466,5f403231be37ce5f78d9ed14
57ebc01fe4b0ac389136a337,511111102106,JET-PUFFED,,False,Jet-Puffed,559c2234e4b06aca36af13c6
5f772952be37ce6b592e90d6,511111616818,TEST BRANDCODE @1601644882548,CANDY_AND_SWEETS,False,test brand @1601644882548,5332fa12e4b03c9a25efd1e7
5f298852be37ce7958c5952d,511111915287,HEALTH,MAGAZINES,False,Health Magazine,5d66b9dcee7f2d201c7281cd
57ebc144e4b0ac389136a33f,511111902027,,,False,Kraft Singles,559c2234e4b06aca36af13c6
5f772952be37ce6b592e90d3,511111016786,TEST BRANDCODE @1601644882019,BAKING,False,test brand @1601644882019,5f772951be37ce6b592e90d1
5332fa7ce4b03c9a25efd22d,511111002925,,,False,Diet Coke Lime,5332f5ebe4b03c9a25efd0a8
5f77274bbe37ce6b592e90bd,511111416739,TEST BRANDCODE @1601644363876,BAKING,False,test brand @1601644363876,5f77274bbe37ce6b592e90b9
5f19e062be37ce33f74a1675,511111315162,,BAKING,False,test brand @1595531362667,5f19e062be37ce33f74a1674
5d66def56d5f3b6188d4f051,511111705444,511111705444,,False,Rolling Stone Special Collectors Edition Magazine,5d5d4fd16d5f3b23d1bc7905
5a5d1a67e4b06ba572cf2499,511111800439,MUNCHIES,,False,MUNCHIES,5332f5fbe4b03c9a25efd0ba
5da608c91dda2c3e1416ae8d,511111605775,511111605775,,False,ONE A DAY® 50+,53e10d6368abd3c7065097cc
5fcff304be37ce6d53dfc687,511111618010,TEST BRANDCODE @1607463684816,BAKING,False,test brand @1607463684816,5fcff304be37ce6d53dfc683
5f4936debe37ce52f8314fdf,511111916000,TEST BRANDCODE @1598633694347,CANDY_AND_SWEETS,False,test brand @1598633694347,5332fa12e4b03c9a25efd1e7
5f441280be37ce5dbe9b7c7e,511111215776,TEST BRANDCODE @1598296704639,BAKING,False,test brand @1598296704638,5f441280be37ce5dbe9b7c7d
5daf329ca60b87376833e35a,511111205890,ANNIE'S,,False,Annie's Homegrown,53e10d6368abd3c7065097cc
5f4cff1ba475f1050a66b568,511111416388,TEST BRANDCODE @1598881562991,BAKING,False,test brand @1598881562991,5f4cff1aa475f1050a66b566
5f4bf556be37ce0b4491554b,511111816331,TEST BRANDCODE @1598813526656,BAKING,False,test brand @1598813526656,5f4bf556be37ce0b44915549
5db6fb28a60b87376833e367,511111606147,MIDOL,HEALTHY_AND_WELLNESS,False,Midol® ,5d9b4f591dda2c6225a284aa
5f3d6f43be37ce4ddbb1bb39,511111515470,,BAKING,False,test brand @1597861699811,5f3d6f43be37ce4ddbb1bb38
5cdacf1c166eb33eb7ce0fa9,511111604808,TWISTED RANCH,,False,Twisted Ranch,559c2234e4b06aca36af13c6
53501d29b9237fd7718f9e17,511111602835,,,False,Jacks,5332fa58e4b03c9a25efd215
5afda00ce4b0c11cfecd49f4,511111904458,EMERALD,,False,Emerald,53e10d6368abd3c7065097cc
5f4cff1aa475f1050a66b567,511111216377,TEST BRANDCODE @1598881562500,BAKING,False,test brand @1598881562499,5f4cff1aa475f1050a66b566
5332f9fde4b03c9a25efd1cf,511111303176,,,False,Froot Loops,5332f5f2e4b03c9a25efd0aa
5f4a64e7be37ce17d23b317b,511111216216,TEST BRANDCODE @1598711015538,BAKING,False,test brand @1598711015538,5f4a64e7be37ce17d23b3178
5db77f7aa60b87376833e368,511111306160,HERSHEYS HOT COCOA,,False,Hershey's Hot Cocoa Mix,559c2234e4b06aca36af13c6
592486bee410d61fcea3d135,511111700746,PG TIPS,,False,PG TIPS,5332f5f6e4b03c9a25efd0b4
58861c7f4e8d0d20bc42c4fd,511111501268,,,False,Quaker Puffed,5332f5fbe4b03c9a25efd0ba
5a5d1a8ce4b0db471c2d0420,511111300427,MUNCHOS,,False,MUNCHOS,5332f5fbe4b03c9a25efd0ba
57ebc15fe4b0ac389136a342,511111202004,LUNCHABLES,,False,Lunchables,559c2234e4b06aca36af13c6
5332f9fce4b03c9a25efd1cc,511111603207,,,False,Nutri-Grain,5332f5f2e4b03c9a25efd0aa
57c08250e4b0718ff5fcb033,511111702504,,,False,Leffe,5332f7a7e4b03c9a25efd134
5f21c99dbe37ce7958c5952a,511111015253,WOOLITE,CLEANING_AND_HOME_IMPROVEMENT,False,WOOLITE®,5f10c05cbe37ce238c6cabaf
5d6412d36d5f3b23d1bc7908,511111104971,511111104971,,False,Travel and Leisure Magazine,5d5d4fd16d5f3b23d1bc7905
5bd2011f90fa074576779a17,511111704652,HUGGIES,,False,Huggies,550b2565e4b001d5e9e4146f
5f4a64e7be37ce17d23b3179,511111116196,TEST BRANDCODE @1598711015353,BAKING,False,test brand @1598711015353,5f4a64e7be37ce17d23b3178
5332fa7de4b03c9a25efd22f,511111302902,,,False,Sprite Zero,5332f5ebe4b03c9a25efd0a8
5fb2852dbe37ce522e165cb3,511111117353,TEST BRANDCODE @1605535021531,CANDY_AND_SWEETS,False,test brand @1605535021531,5332fa12e4b03c9a25efd1e7
5a8c2e5ee4b0ccf165fac9e1,511111004073,BISCA,,False,Bisca,5a734034e4b0d58f376be874
5f4cff1ca475f1050a66b56a,511111516408,TEST BRANDCODE @1598881563900,BAKING,False,test brand @1598881563900,5f4cff1aa475f1050a66b566
5f7ba932be37ce2f290fb253,511111116967,TEST BRANDCODE @1601939762909,BAKING,False,test brand @1601939762909,5f7ba932be37ce2f290fb251
58861c7e4e8d0d20bc42c4e9,511111901372,PERONI,,False,Peroni Italy,5332f709e4b03c9a25efd0f1
